Primary DBID	Systematic Name	Standard Name	Name	Feature Type	Function Summary	Description	Gene Summary
S000006288	YPR084W			ORF	Protein whose biological role and cellular location are unknown	Putative protein of unknown function	
S000006289	YPR085C	ASA1	AStra Associated protein	ORF	Protein whose biological role is unknown; localizes to the ASTRA complex in a large-scale study	"Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1"	
S000006290	YPR086W	SUA7	Suppressor of Upstream AUG	ORF	"General transcription factor with roles in RNA polymerase II preinitiation complex assembly, transcription start site selection and formation of transcription open complex at Polymerase II promoters; localized to the nucleus"	Transcription factor TFIIB; a general transcription factor required for transcription initiation and start site selection by RNA polymerase II	
S000006291	YPR087W	VPS69	Vacuolar Protein Sorting	ORF		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene SRP54; deletion causes a vacuolar protein sorting defect"	
S000006292	YPR088C	SRP54	Signal Recognition Particle 54-kD subunit	ORF	7S RNA-binding subunit of signal recognition particle involved in cotranslational protein targeting to endoplasmic reticulum (ER) membrane; localizes to ER	"Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain"	
S000006293	YPR089W			ORF	Protein whose biological role and cellular location are unknown	Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p	
S000006295	YPR091C	NVJ2	Nucleus-Vacuole Junction	ORF	Lipid binding protein; localizes to nucleusvacuole junction and the endoplasmic reticulum	"Lipid-binding ER protein, enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes, based on co-purification experiments"	
S000006296	YPR092W			ORF		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	
S000006297	YPR093C	ASR1	Alcohol Sensitive Ring/PHD finger	ORF	Ubiquitin ligase involved in protein ubiquitination; also acts in septin ring assembly and response to ethanol; localized to cytoplasm and nucleus	Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein	
S000006298	YPR094W	RDS3	Regulator of Drug Sensitivity	ORF	Subunit of U2 snRNP complex; involved mRNA splicing via spliceosome; localized to the nucleus	Component of the SF3b subcomplex of the U2 snRNP; zinc cluster protein involved in pre-mRNA splicing and cycloheximide resistance	
S000006299	YPR095C	SYT1	Suppressor of ypt3	ORF	"ARF guanyl-nucleotide exchange factor involved in upregulation of ARF protein signal transduction, exocytosis, vesicle-mediated transport, protein localization to Golgi apparatus, and response to endoplasmic reticulum stress; localizes to Golgi membrane and mitochondria"	"Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activation of Arl1p, which recruits Imh1p to the Golgi; involved in vesicular transport; member of the Sec7-domain family; contains a PH domain"	
S000006300	YPR096C			ORF	Protein whose biological role is unknown; colocalizes with ribosomes in a large-scale study	"Protein of unknown function; may interact with ribosomes, based on co-purification experiments"	
S000006301	YPR097W			ORF		"Protein that contains a PX domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology"	
S000006302	YPR098C	TMH18	TMem205 Homolog of 18 kDa	ORF	Protein whose biological role is unknown; localizes to the mitochondrial outer membrane and mitochondrion in multiple large-scale studies	Mitochondrial protein of unknown function; localized to the mitochondrial outer membrane	
S000006303	YPR099C			ORF	Mitochondrial protein of unknown function	Mitochondrial protein of unknown function; null mutant has a respiratory growth defect and displays reduced peroxide-induced mitochondrial ROS; partially overlaps the verified gene MRPL51/YPR100W 	
S000006304	YPR100W	MRPL51	"Mitochondrial Ribosomal Protein, Large subunit"	ORF	"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion; involved in mitochondrial genome maintenance, and redox homeostasis"	"Mitochondrial ribosomal protein of the large subunit; required for mitochondrial genome integrity, respiratory growth, and mitochondrial redox homeostasis, partially overlaps verified gene YPR099C"	
S000006305	YPR101W	SNT309	Synthetic lethal to prp NineTeen mutation	ORF		"Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; interacts physically and genetically with Prp19p"	
S000006306	YPR102C	RPL11A	Ribosomal Protein of the Large subunit	ORF	Subunit of the cytosolic large ribosomal subunit; involved in ribosomal large subunit assembly and translation	"Ribosomal 60S subunit protein L11A; expressed at twice the level of Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11A has a paralog, RPL11B, that arose from the whole genome duplication"	
S000006307	YPR103W	PRE2	PRoteinase yscE	ORF		Beta 5 subunit of the 20S proteasome; responsible for the chymotryptic activity of the proteasome	
S000006308	YPR104C	FHL1	Fork Head-Like	ORF	Transcription regulator-binding protein involved in the regulation of ribosomal protein gene transcription	Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants	
S000006309	YPR105C	COG4	Conserved Oligomeric Golgi complex	ORF	"Protein involved in vesicle transport within the Golgi and between Golgi and ER; also involved in CVT pathway, macroautophagy and pexophagy; part of the Golgi transport complex"	Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments	
S000006310	YPR106W	ISR1	Inhibition of Staurosporine Resistance	ORF		"Predicted protein kinase; negatively regulates the hexosamine biosynthetic pathway (HBP), which converts fructose-6-phosphate into UDP-N-acetylglucosamine, a precursor of chitin biosynthesis, GPI-anchor formation and glycosylation; interacts genetically with GFA1, encoding the first enzyme in the HBP; involved in Gfa1p phosphorylation (S332, T334); contains a Pho85p-regulated SCF-CDC4 phosphodegron; unstable, cell cycle regulated protein, peaking at G1/S"	
S000006311	YPR107C	YTH1	Yeast THirty kDa Homolog	ORF	RNA-binding subunit of mRNA cleavage and polyadenylation specificity factor complex involved in  pre-mRNA cleavage required for polyadenylation; localizes to both nucleus and cytosol	Essential RNA-binding component of cleavage and polyadenylation factor; contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation; relocalizes to the cytosol in response to hypoxia	
S000006312	YPR108W	RPN7	Regulatory Particle Non-ATPase	ORF	Structural molecule of proteasome regulatory particle involved in ubiquitin-dependent protein degradation; subunit of proteasomal peripheral lid subcomplex	"Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits"	
S000006313	YPR109W	GLD1	Golgi/endosome Localized Dsc protein	ORF	Subunit of Dsc E3 ubiquitin ligase complex with role in transporting the complex to Golgi/endosome; predicted to be integral to membrane	Component of Dsc E3 ligase complex in Golgi and endosomes; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; diploid deletion strain has high budding index	
S000006314	YPR110C	RPC40	RNA Polymerase C	ORF		RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes	
S000006315	YPR111W	DBF20	DumbBell Forming	ORF	"Protein serine/threonine kinase; involved in exit from mitosis, mitotic cytokinesis and assembly of division septum; localized to spindle pole body and cellular bud neck"	"Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog, DBF2, that arose from the whole genome duplication"	
S000006316	YPR112C	MRD1	Multiple RNA-binding domain	ORF		Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region	
S000006317	YPR113W	PIS1	Phosphatidyl Inositol Synthase	ORF	"CDP-diacylglycerol-inositol 3-phosphatidyltransferase involved in phosphatidylinositol biosynthesis; integral to membrane and localizes to Golgi apparatus and mitochondrial outer membrane, to endoplasmic reticulum in high-throughput studies"	"Phosphatidylinositol synthase; required for biosynthesis of phosphatidylinositol, which is a precursor for polyphosphoinositides, sphingolipids, and glycolipid anchors for some of the plasma membrane proteins"	
S000006318	YPR114W			ORF	Predicted integral membrane protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study	"Protein distantly similar to ceramide synthases, Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis"	
